,target,state,year,crop,area,ndvi_1,ndvi_17,ndvi_33,ndvi_49,ndvi_65,ndvi_81,ndvi_97,ndvi_113,ndvi_129,ndvi_145,ndvi_161,ndvi_177,prec_1,prec_32,prec_60,prec_91,prec_121,prec_152,prec_182,temp_1,temp_9,temp_17,temp_25,temp_33,temp_41,temp_49,temp_57,temp_65,temp_73,temp_81,temp_89,temp_97,temp_105,temp_113,temp_121,temp_129,temp_137,temp_145,temp_153,temp_161,temp_169,temp_177
115,54.0,Nebraska,2011,soybeans,4900000,806.374,623.466,2100.176,2197.596,2259.334,2458.21,2852.226,3193.256,3538.006,4258.39,5262.848,5883.396,0.001,0.001,0.001,0.003,0.005,0.003,0.003,13492.592,13160.99,13352.882,13761.76,13479.484,14106.766,14074.17,14088.144,14.113,14502.768,14347.403,14718.414,14909.694,14579.489,14916.635,15133.342,15365.653,14957.463,15017.708,15395.552,15212.659,15121.886,15256.564
116,41.5,Nebraska,2012,soybeans,5050000,2481.058,2306.008,1095.794,2268.178,2349.464,2907.339,3414.174,3999.464,4067.404,4314.816,4906.342,5230.253,0.0,0.002,0.001,0.003,0.002,0.002,0.001,13981.476,14076.722,13712.575,14139.486,13856.217,13728.427,13928.62,14024.376,14557.848,15031.194,14974.618,15242.998,14895.458,14811.229,15241.2,15193.746,15376.454,15317.082,15214.154,15524.416,15472.12,15485.532,15599.366
117,53.5,Nebraska,2013,soybeans,4800000,982.75,1992.066,2065.9,1931.868,2077.846,2215.638,2007.35,2538.828,3239.667,4362.196,5027.386,5752.61,0.0,0.001,0.001,0.003,0.004,0.002,0.001,13505.306,13658.289,13982.261,14069.785,14086.394,13983.594,13683.414,13863.564,14087.337,14394.36,14593.797,14834.774,14691.727,14429.391,15094.416,15122.993,15317.516,15297.337,15088.829,15241.526,15417.62,15348.151,15380.62
118,54.0,Nebraska,2014,soybeans,5400000,2304.998,2424.9,1889.432,2079.716,2332.248,2347.936,2644.454,3180.738,3737.524,4423.566,5180.474,6180.324,0.0,0.001,0.001,0.002,0.003,0.005,0.001,13586.781,13881.918,14016.86,13837.562,13431.718,13898.048,14081.45,13694.304,14398.263,14474.756,14437.949,14664.956,14963.56,14982.596,14952.109,15052.032,14985.96,15191.218,15542.832,15187.672,15160.27,15246.86,15148.441
119,58.0,Nebraska,2015,soybeans,5300000,829.654,2345.3,1852.094,2175.02,2283.784,2537.385,2778.902,3386.396,4151.85,4597.378,5571.684,6262.834,0.0,0.001,0.0,0.003,0.006,0.003,0.003,13312.051,13596.495,13909.088,14206.928,14000.679,14111.032,13903.854,13857.53,14699.27,14960.128,14817.578,15032.716,14958.164,14842.637,15124.656,15281.002,14811.574,14878.638,15065.562,15311.562,15296.194,15226.686,15285.564
120,61.0,Nebraska,2016,soybeans,5200000,998.683,1536.234,724.054,2408.531,2710.878,2867.236,3122.262,3707.968,4311.59,4576.582,5087.584,5809.618,0.001,0.001,0.001,0.005,0.004,0.002,0.003,13569.824,13650.006,13586.696,13849.56,13508.151,13960.726,13783.933580769231,14356.264,14782.464,14577.524,14477.234,14833.19,14860.452,15028.23,14998.836,15073.646,14950.276,15079.013,15102.428,15356.356,15541.388,15453.778,15373.672
121,57.5,Nebraska,2017,soybeans,5700000,1933.575,2314.212,2219.066,2421.024,2500.597,2867.236,3338.8,3692.908,4147.492,4323.695,4902.854,5363.476,0.001,0.001,0.002,0.003,0.004,0.001,0.002,13296.455,13623.839,13906.574,13700.081,13722.776,14261.091,14579.368,14193.238,14479.022,14747.494,14789.833,14695.293,14899.74,15024.447,14796.646,15186.854,15223.118,14958.641,15227.306,15511.166,15430.346,15467.49,15371.604
122,58.0,Nebraska,2018,soybeans,5650000,1174.762,1132.51,1171.428,1909.588,2394.424,2456.9,2501.732,3245.319,4259.924,5328.148,5821.998,6742.22,0.001,0.001,0.002,0.002,0.004,0.005,0.003,13462.734,13522.954,13602.713,13664.224,13593.818,13697.626,13691.186,14134.564,14261.112,14547.702,14713.414,14454.762,14545.055,14520.176,15043.304,15247.734,15280.762,15246.742,15480.526,15370.918,15389.533,15.189,15240.28
123,58.5,Nebraska,2019,soybeans,4900000,2048.146,1691.964,2182.748,142.012,1957.06,2307.27,2851.311,3454.92,4092.24,4727.464,5798.78,6545.176,0.0,0.001,0.003,0.002,0.006,0.003,0.002,13826.705,13823.44,13526.947,13877.132,13877.58,13647.278,13223.869,13214.723,13712.953,14196.456,14536.794,14446.432,14933.854,15053.806,15033.588,15027.704,15278.132,14899.133,15120.046,15293.034,15220.694,15131.016,15432.158
124,58.0,Nebraska,2020,soybeans,5200000,1530.574,1005.818,2005.605,2148.448,2246.35,2525.461,2726.431,3229.922,3899.594,4590.096,5253.493,6237.098,0.001,0.0,0.002,0.001,0.003,0.002,0.003,13772.58,13561.03,13444.833,13818.624,13859.269,13955.781,14061.142,14238.92,14463.958,13784.109,14492.773,14619.797,15001.392,14961.732,15154.308,15204.93,14908.48,15070.275,15192.268,15510.284,15438.892,15376.674,15366.638
125,63.0,Nebraska,2021,soybeans,5600000,1600.54,2164.978,693.9,2251.814,2424.334,2539.112,2855.382,3407.439,4060.368,4777.723,5474.894,6297.088,0.001,0.001,0.003,0.002,0.003,0.002,0.001,13682.377,13857.727,13936.039,13672.207,13645.396,12874.606,13694.206,14392.806,14694.711,14304.016,14707.126,15008.488,14793.44,14676.8,15161.782,15165.084,15010.338,15116.253,15097.525,15516.754,15573.834,15465.808,15277.473
126,127.0,Kansas,2001,corn,3450000,2410.313,2160.934,1804.782,2126.048,2581.737,2875.048,3684.341,4623.464,5242.343,5586.277,5326.765,4855.345,0.001,0.003,0.002,0.002,0.005,0.003,0.002,13943.585,14074.028,13877.423,13723.24,13959.707,13654.96,14077.567,14100.191,14444.756,14593.455,14697.493,14710.05,14982.154,14841.851,15206.858,15083.1,15304.132,15027.977,15192.363,15055.416,15374.363,14917.295696153846,15161.578977011493
127,116.0,Kansas,2002,corn,3250000,3011.116,2896.88,2637.47,2724.343,2693.97,2817.21,3380.128,3968.152,4680.541,4656.157,4713.974,4550.226,0.001,0.001,0.001,0.002,0.004,0.002,0.001,13906.968,14171.952,14134.022,14386.351,13869.415,14232.727,14430.506,14266.885,14310.172,14668.537,14820.91,15002.182,14985.802,15226.495,14997.575,15220.228,15123.942,15044.877,15362.888,15490.521,15325.699,15476.036,15600.776
128,120.0,Kansas,2003,corn,2900000,3058.385,2741.649,2826.467,2711.383,3025.05,3567.219,4134.95,5323.396,5607.471,5497.385,5254.9,4977.739,0.0,0.001,0.002,0.003,0.004,0.004,0.001,14270.196,14031.809,14074.748,14143.851,13950.948,14159.651,14362.966,14056.911,14353.936,14822.96,14675.273,15020.13,15160.014,14953.463,14873.703,15005.77,15072.731,14952.916,15261.22,15002.371,15262.659,15340.764,15456.026
129,150.0,Kansas,2004,corn,3100000,2967.1,2876.735,1135.842,2657.709,2871.203,3464.964,4050.325,4859.149,5034.371,4624.397,4618.204,5253.06,0.001,0.001,0.002,0.003,0.002,0.005,0.004,13938.362,14206.339,14039.992,13826.683,13532.096,13842.719,14271.452,14276.607,14533.437,14708.244,14773.653,14866.263,14851.703,15139.423,14989.649,15154.333,15245.186,15299.08,15398.263,15409.337,15555.275,15251.934,15161.513
130,135.0,Kansas,2005,corn,3650000,1731.03,3041.341,3105.518,3200.978,3369.233,3889.313,4552.355,5093.188,5250.525,5259.14,5237.353,5188.844,0.001,0.002,0.001,0.002,0.002,0.004,0.002,13544.432,13677.861,14048.866,14130.044,14207.521,14207.553,14395.589,14566.595,14690.996,14594.094,14678.872,14868.305,14838.481,15025.489,14859.944,14963.807,15128.104,15396.838,15118.004,15217.874,15168.87,15401.9,15479.399
131,115.0,Kansas,2006,corn,3350000,3135.153,3074.242,2974.906,2857.174,3034.092,3242.106,4016.711,4446.463,4779.516,4510.375,4682.07,4653.663,0.0,0.0,0.002,0.002,0.002,0.002,0.002,14252.234,14169.685,14177.846,14337.838,14197.964,14258.405,14412.959,14642.574,14701.333,14689.583,14401.485,14874.563,15147.369,15262.691,15157.537,15067.226,15042.331,15499.134,15485.543,15511.589,15478.693,15327.15,15579.976
132,138.0,Kansas,2007,corn,3900000,2226.529,997.521,1592.186,2316.384,3087.06,4473.531,4432.84,5020.838,5639.192,5426.898,5493.906,5480.721,0.001,0.001,0.003,0.003,0.005,0.005,0.002,13809.806,13876.954,13538.108,13661.589,13827.197,13568.827,14157.277,14194.782,14617.206,14780.459,14693.089,14708.669,14346.805,14873.345,15026.08,15025.238,15170.285,15033.743,15012.956,15174.816,15286.338,15310.398,15356.813
133,133.0,Kansas,2008,corn,3850000,2386.422,2280.363,2520.022,2646.155,2698.968,3014.812,3547.703,4196.635,4755.826,5369.569,5092.419,5059.689,0.001,0.001,0.002,0.003,0.005,0.004,0.002,13636.606,13919.21,13614.275,13977.665,14041.735,13999.456,14039.701,14400.747,14555.206,14667.072,14746.645,14697.515,14710.71,14928.481,14936.94,15035.437,14968.86,15251.527,15221.589,15264.168,15338.291,15365.856,15441.106
134,155.0,Kansas,2009,corn,4100000,2802.179,2737.407,2693.377,2658.533,2864.703,3182.737,3603.058,4524.563,5212.419,5229.082,5471.241,5428.792,0.0,0.001,0.002,0.004,0.002,0.004,0.002,14072.251,14035.749,14218.092,14238.002,14313.118,14278.839,14420.689,14592.636,14629.034,14969.08,14459.826,14544.646,14878.142,14974.703,15222.381,15138.625,15045.223,15234.323,15357.018,15251.341,15181.218,15448.062,15493.263
135,124.0,Kansas,2010,corn,4850000,1726.711,2704.187,2458.417,2533.948,2814.796,3132.762,3791.443,4946.711,5265.301,5464.649,5431.942,5343.741,0.001,0.001,0.002,0.002,0.004,0.002,0.003,13409.806,13870.471,14020.351,13950.803,13785.604,13964.167,13982.045,14299.577,14530.657,14558.525,14635.423,14947.365,14971.653,14818.036,14888.902,15057.96,14894.786,15090.342,15246.064,15343.03,15267.754,15368.038,15479.232
136,107.0,Kansas,2011,corn,4900000,2809.966,2303.739,2151.036,2728.076,2778.04,3253.433,3656.447,4109.106,4460.844,4840.78,4756.375,4583.044,0.001,0.001,0.001,0.002,0.003,0.002,0.001,13944.803,13709.235,13636.95,14167.591,13833.271,14144.263,14325.885,14352.849,14512.152,14726.49,14697.182,14946.878,15117.419,14901.067,14986.663,15256.635,15422.319,15232.792,15258.367,15511.152,15386.224,15418.579,15625.315
137,95.0,Kansas,2012,corn,4700000,2860.779,2854.263,2846.908,2861.591,3169.793,4439.17,5363.102,5339.729,4839.731,4335.637,4339.331,4203.341,0.0,0.002,0.002,0.003,0.001,0.001,0.001,14061.042,14123.389,13907.439,14307.587,14159.047,14033.535,14317.178,14480.958,14702.457,15058.721,14957.473,15153.401,14832.352,14915.549,15142.112,15289.386,15321.77,15403.601,15497.419,15488.361,15489.196,15560.597,15834.098
138,126.0,Kansas,2013,corn,4300000,2747.914,2848.701,2850.403,2657.522,2888.269,3397.279,3727.164,3992.846,4743.391,5103.922,4776.407,4632.597,0.001,0.002,0.001,0.003,0.003,0.002,0.004,13646.597,13814.872,14147.375,14253.491,14330.908,14274.523,14107.131,13853.315,14371.662,14605.547,14610.388,14931.441,14789.123,14797.092,15114.687,15001.279,15243.83,15265.289,15229.704,15232.128,15557.577,15467.587,15582.279
139,149.0,Kansas,2014,corn,4050000,2654.747,2728.882,2131.599,2661.673,2677.89,2930.257,3309.767,3976.649,4266.689,4609.978,5011.263,5671.134,0.0,0.001,0.001,0.002,0.002,0.006,0.002,13752.153,14053.407,14079.984,14235.377,13554.682,13949.228,14378.605,14181.598,14688.359,14779.421,14633.061,14836.285,15208.85,15059.291,14998.422,15408.09,15325.353,15377.868,15522.99,15243.396,15212.118,15389.822,15231.686
140,148.0,Kansas,2015,corn,4150000,2385.092,2713.773,2654.375,2690.283,2713.309,3184.355,3903.147,4452.707,5405.343,5373.038,5135.741,5233.85,0.001,0.001,0.001,0.002,0.007,0.003,0.003,13507.99,13971.24,14183.545,14461.263,14360.482,14362.496,14152.914,13987.431,14851.03,15036.625,14934.659,15116.433,15071.645,14908.301,15116.792,15207.16,14836.189,14915.149,14972.21,15327.094,15366.818,15457.387,15454.032
141,142.0,Kansas,2016,corn,5100000,3168.275,2928.392,2676.523,3040.438,3508.06,3599.92,3839.873,4659.435,5323.353,5242.697,4969.854,5578.441,0.0,0.001,0.001,0.005,0.004,0.002,0.004,13934.499,13985.824,13800.02,14222.24,13921.757,14333.545,13783.933580769231,14637.319,14889.159,14727.915,14654.928,15025.244,14971.238,14993.331,15034.872,15047.683,15078.778,15017.969,15117.028,15320.513,15486.575,15555.345,15410.962
142,132.0,Kansas,2017,corn,5500000,2967.389,2936.221,2808.557,3036.815,3140.545,3599.92,3969.086,4765.685,5278.277,5247.218,4993.181,5211.257,0.001,0.0,0.002,0.005,0.004,0.002,0.002,13729.876,14048.979,14118.278,14087.329,14111.376,14649.661,14753.603,14605.279,14767.468,15008.605,14967.45,14647.269,14881.377,15070.853,14871.52,15074.218,15165.806,14958.169,15260.806,15311.204,15493.463,15492.946,15352.402
143,129.0,Kansas,2018,corn,5450000,2592.986,2680.525,2577.954,2629.703,2741.631,2956.329,3167.241,3862.512,4912.869,5255.437,5240.393,5654.19,0.001,0.001,0.001,0.001,0.003,0.003,0.003,13873.663,13870.902,13965.673,14174.503,14068.774,14172.573,14135.504,14619.623,14608.617,14835.303,14901.617,14739.581,14714.281,14889.98,15116.9,15279.683,15420.832,15341.784,15451.335,15439.062,15564.271,15373.473,15450.251
144,133.0,Kansas,2019,corn,6400000,2761.558,2243.164,2583.689,1395.492,2749.605,3206.404,4089.03,4903.906,5479.462,5735.715,5803.236,5807.463,0.001,0.001,0.002,0.002,0.009,0.003,0.002,14029.711,13906.271,13666.559,13876.106,13981.904,13978.424,13721.874,13544.266,14186.98,14534.87,14741.36,14605.185,14983.98,15116.966,15058.527,15016.236,15173.329,14909.61,15105.475,15276.966,15191.974,15183.938,15490.836
145,134.0,Kansas,2020,corn,6100000,2730.683,2781.323,2682.733,2693.481,2916.17,3441.315,3796.146,4424.042,4940.199,5242.571,4999.529,5284.796,0.001,0.001,0.002,0.001,0.004,0.001,0.003,14049.006,13960.958,13846.306,14080.398,14177.337,14176.982,14137.545,14405.844,14642.563,14421.074,14772.109,14779.729,15178.124,15012.683,15155.521,15195.784,14925.424,15116.343,15246.818,15563.375,15485.76,15435.122,15498.346
146,139.0,Kansas,2021,corn,5700000,3060.347,2861.158,2755.463,2780.07,3009.389,3345.441,3878.351,4489.543,4960.695,5701.144,5174.481,5712.028,0.001,0.0,0.004,0.002,0.005,0.003,0.002,14045.47,14042.311,14139.77,13887.214,14195.441,13080.299,14225.55,14616.433,14751.754,14569.8,14767.056,15029.435,14949.58,14614.647,15173.481,15129.182,15003.377,15036.561,15094.947,15284.292,15575.022,15512.922,15318.98
147,32.0,Kansas,2001,soybeans,2850000,2410.313,2160.934,1804.782,2126.048,2581.737,2875.048,3684.341,4623.464,5242.343,5586.277,5326.765,4855.345,0.001,0.003,0.002,0.002,0.005,0.003,0.002,13943.585,14074.028,13877.423,13723.24,13959.707,13654.96,14077.567,14100.191,14444.756,14593.455,14697.493,14710.05,14982.154,14841.851,15206.858,15083.1,15304.132,15027.977,15192.363,15055.416,15374.363,14917.295696153846,15161.578977011493
148,23.0,Kansas,2002,soybeans,2750000,3011.116,2896.88,2637.47,2724.343,2693.97,2817.21,3380.128,3968.152,4680.541,4656.157,4713.974,4550.226,0.001,0.001,0.001,0.002,0.004,0.002,0.001,13906.968,14171.952,14134.022,14386.351,13869.415,14232.727,14430.506,14266.885,14310.172,14668.537,14820.91,15002.182,14985.802,15226.495,14997.575,15220.228,15123.942,15044.877,15362.888,15490.521,15325.699,15476.036,15600.776
149,23.0,Kansas,2003,soybeans,2600000,3058.385,2741.649,2826.467,2711.383,3025.05,3567.219,4134.95,5323.396,5607.471,5497.385,5254.9,4977.739,0.0,0.001,0.002,0.003,0.004,0.004,0.001,14270.196,14031.809,14074.748,14143.851,13950.948,14159.651,14362.966,14056.911,14353.936,14822.96,14675.273,15020.13,15160.014,14953.463,14873.703,15005.77,15072.731,14952.916,15261.22,15002.371,15262.659,15340.764,15456.026
150,41.0,Kansas,2004,soybeans,2800000,2967.1,2876.735,1135.842,2657.709,2871.203,3464.964,4050.325,4859.149,5034.371,4624.397,4618.204,5253.06,0.001,0.001,0.002,0.003,0.002,0.005,0.004,13938.362,14206.339,14039.992,13826.683,13532.096,13842.719,14271.452,14276.607,14533.437,14708.244,14773.653,14866.263,14851.703,15139.423,14989.649,15154.333,15245.186,15299.08,15398.263,15409.337,15555.275,15251.934,15161.513
151,37.0,Kansas,2005,soybeans,2900000,1731.03,3041.341,3105.518,3200.978,3369.233,3889.313,4552.355,5093.188,5250.525,5259.14,5237.353,5188.844,0.001,0.002,0.001,0.002,0.002,0.004,0.002,13544.432,13677.861,14048.866,14130.044,14207.521,14207.553,14395.589,14566.595,14690.996,14594.094,14678.872,14868.305,14838.481,15025.489,14859.944,14963.807,15128.104,15396.838,15118.004,15217.874,15168.87,15401.9,15479.399
152,32.0,Kansas,2006,soybeans,3150000,3135.153,3074.242,2974.906,2857.174,3034.092,3242.106,4016.711,4446.463,4779.516,4510.375,4682.07,4653.663,0.0,0.0,0.002,0.002,0.002,0.002,0.002,14252.234,14169.685,14177.846,14337.838,14197.964,14258.405,14412.959,14642.574,14701.333,14689.583,14401.485,14874.563,15147.369,15262.691,15157.537,15067.226,15042.331,15499.134,15485.543,15511.589,15478.693,15327.15,15579.976
153,33.0,Kansas,2007,soybeans,2650000,2226.529,997.521,1592.186,2316.384,3087.06,4473.531,4432.84,5020.838,5639.192,5426.898,5493.906,5480.721,0.001,0.001,0.003,0.003,0.005,0.005,0.002,13809.806,13876.954,13538.108,13661.589,13827.197,13568.827,14157.277,14194.782,14617.206,14780.459,14693.089,14708.669,14346.805,14873.345,15026.08,15025.238,15170.285,15033.743,15012.956,15174.816,15286.338,15310.398,15356.813
154,37.0,Kansas,2008,soybeans,3300000,2386.422,2280.363,2520.022,2646.155,2698.968,3014.812,3547.703,4196.635,4755.826,5369.569,5092.419,5059.689,0.001,0.001,0.002,0.003,0.005,0.004,0.002,13636.606,13919.21,13614.275,13977.665,14041.735,13999.456,14039.701,14400.747,14555.206,14667.072,14746.645,14697.515,14710.71,14928.481,14936.94,15035.437,14968.86,15251.527,15221.589,15264.168,15338.291,15365.856,15441.106
155,44.5,Kansas,2009,soybeans,3700000,2802.179,2737.407,2693.377,2658.533,2864.703,3182.737,3603.058,4524.563,5212.419,5229.082,5471.241,5428.792,0.0,0.001,0.002,0.004,0.002,0.004,0.002,14072.251,14035.749,14218.092,14238.002,14313.118,14278.839,14420.689,14592.636,14629.034,14969.08,14459.826,14544.646,14878.142,14974.703,15222.381,15138.625,15045.223,15234.323,15357.018,15251.341,15181.218,15448.062,15493.263
156,33.0,Kansas,2010,soybeans,4300000,1726.711,2704.187,2458.417,2533.948,2814.796,3132.762,3791.443,4946.711,5265.301,5464.649,5431.942,5343.741,0.001,0.001,0.002,0.002,0.004,0.002,0.003,13409.806,13870.471,14020.351,13950.803,13785.604,13964.167,13982.045,14299.577,14530.657,14558.525,14635.423,14947.365,14971.653,14818.036,14888.902,15057.96,14894.786,15090.342,15246.064,15343.03,15267.754,15368.038,15479.232
157,27.5,Kansas,2011,soybeans,4000000,2809.966,2303.739,2151.036,2728.076,2778.04,3253.433,3656.447,4109.106,4460.844,4840.78,4756.375,4583.044,0.001,0.001,0.001,0.002,0.003,0.002,0.001,13944.803,13709.235,13636.95,14167.591,13833.271,14144.263,14325.885,14352.849,14512.152,14726.49,14697.182,14946.878,15117.419,14901.067,14986.663,15256.635,15422.319,15232.792,15258.367,15511.152,15386.224,15418.579,15625.315
158,23.0,Kansas,2012,soybeans,4000000,2860.779,2854.263,2846.908,2861.591,3169.793,4439.17,5363.102,5339.729,4839.731,4335.637,4339.331,4203.341,0.0,0.002,0.002,0.003,0.001,0.001,0.001,14061.042,14123.389,13907.439,14307.587,14159.047,14033.535,14317.178,14480.958,14702.457,15058.721,14957.473,15153.401,14832.352,14915.549,15142.112,15289.386,15321.77,15403.601,15497.419,15488.361,15489.196,15560.597,15834.098
159,37.0,Kansas,2013,soybeans,3600000,2747.914,2848.701,2850.403,2657.522,2888.269,3397.279,3727.164,3992.846,4743.391,5103.922,4776.407,4632.597,0.001,0.002,0.001,0.003,0.003,0.002,0.004,13646.597,13814.872,14147.375,14253.491,14330.908,14274.523,14107.131,13853.315,14371.662,14605.547,14610.388,14931.441,14789.123,14797.092,15114.687,15001.279,15243.83,15265.289,15229.704,15232.128,15557.577,15467.587,15582.279
160,35.5,Kansas,2014,soybeans,4000000,2654.747,2728.882,2131.599,2661.673,2677.89,2930.257,3309.767,3976.649,4266.689,4609.978,5011.263,5671.134,0.0,0.001,0.001,0.002,0.002,0.006,0.002,13752.153,14053.407,14079.984,14235.377,13554.682,13949.228,14378.605,14181.598,14688.359,14779.421,14633.061,14836.285,15208.85,15059.291,14998.422,15408.09,15325.353,15377.868,15522.99,15243.396,15212.118,15389.822,15231.686
161,38.5,Kansas,2015,soybeans,3900000,2385.092,2713.773,2654.375,2690.283,2713.309,3184.355,3903.147,4452.707,5405.343,5373.038,5135.741,5233.85,0.001,0.001,0.001,0.002,0.007,0.003,0.003,13507.99,13971.24,14183.545,14461.263,14360.482,14362.496,14152.914,13987.431,14851.03,15036.625,14934.659,15116.433,15071.645,14908.301,15116.792,15207.16,14836.189,14915.149,14972.21,15327.094,15366.818,15457.387,15454.032
162,48.0,Kansas,2016,soybeans,4050000,3168.275,2928.392,2676.523,3040.438,3508.06,3599.92,3839.873,4659.435,5323.353,5242.697,4969.854,5578.441,0.0,0.001,0.001,0.005,0.004,0.002,0.004,13934.499,13985.824,13800.02,14222.24,13921.757,14333.545,13783.933580769231,14637.319,14889.159,14727.915,14654.928,15025.244,14971.238,14993.331,15034.872,15047.683,15078.778,15017.969,15117.028,15320.513,15486.575,15555.345,15410.962
163,37.5,Kansas,2017,soybeans,5150000,2967.389,2936.221,2808.557,3036.815,3140.545,3599.92,3969.086,4765.685,5278.277,5247.218,4993.181,5211.257,0.001,0.0,0.002,0.005,0.004,0.002,0.002,13729.876,14048.979,14118.278,14087.329,14111.376,14649.661,14753.603,14605.279,14767.468,15008.605,14967.45,14647.269,14881.377,15070.853,14871.52,15074.218,15165.806,14958.169,15260.806,15311.204,15493.463,15492.946,15352.402
164,43.0,Kansas,2018,soybeans,4750000,2592.986,2680.525,2577.954,2629.703,2741.631,2956.329,3167.241,3862.512,4912.869,5255.437,5240.393,5654.19,0.001,0.001,0.001,0.001,0.003,0.003,0.003,13873.663,13870.902,13965.673,14174.503,14068.774,14172.573,14135.504,14619.623,14608.617,14835.303,14901.617,14739.581,14714.281,14889.98,15116.9,15279.683,15420.832,15341.784,15451.335,15439.062,15564.271,15373.473,15450.251
165,41.5,Kansas,2019,soybeans,4550000,2761.558,2243.164,2583.689,1395.492,2749.605,3206.404,4089.03,4903.906,5479.462,5735.715,5803.236,5807.463,0.001,0.001,0.002,0.002,0.009,0.003,0.002,14029.711,13906.271,13666.559,13876.106,13981.904,13978.424,13721.874,13544.266,14186.98,14534.87,14741.36,14605.185,14983.98,15116.966,15058.527,15016.236,15173.329,14909.61,15105.475,15276.966,15191.974,15183.938,15490.836
166,41.0,Kansas,2020,soybeans,4800000,2730.683,2781.323,2682.733,2693.481,2916.17,3441.315,3796.146,4424.042,4940.199,5242.571,4999.529,5284.796,0.001,0.001,0.002,0.001,0.004,0.001,0.003,14049.006,13960.958,13846.306,14080.398,14177.337,14176.982,14137.545,14405.844,14642.563,14421.074,14772.109,14779.729,15178.124,15012.683,15155.521,15195.784,14925.424,15116.343,15246.818,15563.375,15485.76,15435.122,15498.346
167,40.0,Kansas,2021,soybeans,4850000,3060.347,2861.158,2755.463,2780.07,3009.389,3345.441,3878.351,4489.543,4960.695,5701.144,5174.481,5712.028,0.001,0.0,0.004,0.002,0.005,0.003,0.002,14045.47,14042.311,14139.77,13887.214,14195.441,13080.299,14225.55,14616.433,14751.754,14569.8,14767.056,15029.435,14949.58,14614.647,15173.481,15129.182,15003.377,15036.561,15094.947,15284.292,15575.022,15512.922,15318.98
168,133.0,Missouri,2001,corn,2700000,1879.052,3444.357,3219.53,3390.624,3507.004,3720.658,4865.264,5950.786,6857.218,7209.028,7155.8,7427.48,0.002,0.004,0.002,0.003,0.005,0.004,0.003,13633.7,13776.268,13888.972,13775.122,13977.342,13663.84,14085.141,14132.975,14321.16,14377.539,14377.508,14506.448,15013.232,14712.357,15023.154,14951.018,15061.494,14839.939,14883.134,14948.418,15189.39,14917.295696153846,15161.578977011493
169,105.0,Missouri,2002,corn,2800000,3723.623,3579.15,3487.457,3539.465,3585.172,4038.184,4491.422,6124.93,6856.166,7087.046,7214.528,7142.076,0.002,0.001,0.003,0.004,0.007,0.003,0.003,13704.461,14070.026,13913.236,14238.634,14023.306,14185.95,14330.179,13988.437,14306.062,14508.678,14603.989,14647.21,14890.834,14938.896,14779.932,14856.988,14735.122,14732.53,15069.209,15128.374,15003.896,15210.732,15211.295
170,108.0,Missouri,2003,corn,2900000,3799.192,3246.358,3364.549,3429.378,3595.366,4145.846,5204.104,6435.088,7022.422,7236.97,7186.408,7388.922,0.001,0.003,0.002,0.003,0.005,0.004,0.002,13903.086,13857.496,13766.681,13758.812,13734.755,13978.432,14066.281,14040.429,14308.798,14630.433,14833.996,14817.482,14949.604,14897.323,14862.438,14868.864,14843.106,14723.355,14937.5,14909.2,15033.121,15120.55,15085.432
171,162.0,Missouri,2004,corn,2950000,3864.79,3765.643,1903.042,3490.008,3807.356,4646.684,5221.488,6523.569,7215.644,7301.69,7490.26,7639.692,0.002,0.001,0.003,0.003,0.004,0.003,0.004,13816.016,13980.912,13760.418,13580.8,13532.2,13758.468,14164.821,14321.413,14373.8,14543.489,14393.048,14661.586,14674.357,14993.086,14795.824,14943.05,14986.47,14983.097,14987.402,15012.128,15004.821,15015.08,14896.382
172,111.0,Missouri,2005,corn,3100000,2560.856,3387.591,3519.705,3544.681,3605.144,4067.93,4998.042,6101.539,6683.88,6864.486,7314.66,7463.576,0.004,0.002,0.002,0.003,0.002,0.002,0.002,13367.092,13545.376,13868.458,14129.32,14225.714,14215.052,14247.658,14292.386,14398.238,14483.145,14659.058,14851.718,14809.574,14970.008,14551.986,14784.022,14931.648,15058.328,15060.334,15121.485,15052.982,15237.31,15244.548
173,138.0,Missouri,2006,corn,2700000,3778.44,3798.824,3709.214,3474.762,3796.516,4359.228,4991.296,6596.702,6983.122,6988.026,7193.058,7321.22,0.002,0.001,0.004,0.004,0.003,0.002,0.002,14185.566,14078.358,14139.285,14173.472,13976.308,14157.148,14236.297,14427.39,14564.877,14476.59,14445.492,14793.826,14974.928,15080.384,14846.928,14808.735,14708.366,14974.944,15232.313,15157.114,15187.892,15116.492,15218.304
174,140.0,Missouri,2007,corn,3450000,3931.577,2388.868,2622.792,3449.186,3782.82,5270.078,4788.496,5332.524,6781.636,7183.452,7414.86,7652.664,0.002,0.002,0.003,0.003,0.003,0.004,0.002,13974.684,13813.459,13668.928,13739.315,13717.387,13548.743,14194.26,14197.643,14485.696,14518.388,14862.179,14713.77,14411.606,14894.212,15075.004,14987.384,15062.96,14978.138,15013.827,15026.358,15.189,15106.267,15078.228
175,144.0,Missouri,2008,corn,2800000,3586.172,3252.77,3233.016,3320.729,3515.597,4081.648,4531.667,5517.642,6689.09,7198.076,7170.874,7298.78,0.002,0.003,0.006,0.005,0.005,0.005,0.004,13582.795,13836.022,13555.783,13921.612,14053.27,13748.602,13732.572,14238.106,14337.317,14489.217,14482.566,14510.764,14647.35,14726.714,14798.332,14825.782,14724.074,14949.576,14968.191,15114.687,15046.536,15063.762,15043.17
