,target,state,year,crop,area,ndvi_1,ndvi_17,ndvi_33,ndvi_49,ndvi_65,ndvi_81,ndvi_97,prec_1,prec_32,prec_60,prec_91,temp_1,temp_9,temp_17,temp_25,temp_33,temp_41,temp_49,temp_57,temp_65,temp_73,temp_81,temp_89,temp_97
100,181.0,Nebraska,2017,corn,9550000,1933.575,2314.212,2219.066,2421.024,2500.597,2867.236,3338.8,0.001,0.001,0.002,0.003,13296.455,13623.839,13906.574,13700.081,13722.776,14261.091,14579.368,14193.238,14479.022,14747.494,14789.833,14695.293,14899.74
101,192.0,Nebraska,2018,corn,9600000,1174.762,1132.51,1171.428,1909.588,2394.424,2456.9,2501.732,0.001,0.001,0.002,0.002,13462.734,13522.954,13602.713,13664.224,13593.818,13697.626,13691.186,14134.564,14261.112,14547.702,14713.414,14454.762,14545.055
102,182.0,Nebraska,2019,corn,10100000,2048.146,1691.964,2182.748,142.012,1957.06,2307.27,2851.311,0.0,0.001,0.003,0.002,13826.705,13823.44,13526.947,13877.132,13877.58,13647.278,13223.869,13214.723,13712.953,14196.456,14536.794,14446.432,14933.854
103,180.0,Nebraska,2020,corn,10200000,1530.574,1005.818,2005.605,2148.448,2246.35,2525.461,2726.431,0.001,0.0,0.002,0.001,13772.58,13561.03,13444.833,13818.624,13859.269,13955.781,14061.142,14238.92,14463.958,13784.109,14492.773,14619.797,15001.392
104,194.0,Nebraska,2021,corn,9900000,1600.54,2164.978,693.9,2251.814,2424.334,2539.112,2855.382,0.001,0.001,0.003,0.002,13682.377,13857.727,13936.039,13672.207,13645.396,12874.606,13694.206,14392.806,14694.711,14304.016,14707.126,15008.488,14793.44
105,45.5,Nebraska,2001,soybeans,4950000,2017.63,1094.324,307.114,533.532,2171.28,2361.283,2836.222,0.001,0.001,0.001,0.004,13847.816,13958.786,13648.743,13505.557,13614.201,13420.369,13721.152,13792.132,14090.616,14356.036,14382.702,14555.367,14712.348
106,38.5,Nebraska,2002,soybeans,4700000,2419.196,2348.084,2180.566,2300.469,1731.738,2283.29,2807.64,0.0,0.0,0.001,0.002,13854.111,13966.453,13912.732,14222.825,13898.206,14093.52,14.261,13737.473,13960.221,14220.869,14551.376,14777.96,15014.372
107,40.5,Nebraska,2003,soybeans,4550000,2444.264,1363.726,1740.618,2170.614,2382.088,2561.766,2936.606,0.001,0.001,0.001,0.003,14201.876,13898.491,13790.535,13907.63,13455.336,13877.38,14096.11,13823.181,14160.861,14738.37,14629.607,14965.394,15052.628
108,46.0,Nebraska,2004,soybeans,4800000,2421.352,2392.618,404.768,1632.104,2303.868,2586.918,3081.968,0.001,0.001,0.002,0.002,14018.12,13900.86,13844.092,13650.484,13332.636,13467.703,13999.094,14045.858,14334.654,14559.18,14722.908,14884.928,14861.324
109,50.5,Nebraska,2005,soybeans,4700000,414.128,2042.844,2558.518,2478.986,2521.706,2824.008,3110.678,0.001,0.001,0.002,0.003,13.327,13189.434,13895.768,14092.188,14188.812,14078.418,14233.43,14483.998,14509.836,14435.141,14489.734,14687.136,14968.506
110,50.0,Nebraska,2006,soybeans,5050000,2513.424,2468.624,2398.108,2344.168,2342.282,2527.974,2905.884,0.0,0.0,0.002,0.002,13990.998,14073.478,14033.874,14200.312,14014.604,14172.873,14098.274,14433.47,14498.657,14346.156,13876.213,14831.024,15178.926
111,51.0,Nebraska,2007,soybeans,3870000,926.73,174.708,422.958,1779.252,2364.078,2988.488,3047.712,0.001,0.001,0.002,0.004,13599.935,13551.473,13490.771,13572.98,13628.22,13213.609,13923.643,13870.068,14506.406,14588.308,14832.834,14528.305,14502.789
112,46.5,Nebraska,2008,soybeans,4900000,373.092,790.314,1153.622,2251.656,2428.51,2451.806,2638.938,0.0,0.001,0.001,0.003,13423.784,13598.747,13240.173,13626.087,13617.358,13763.477,13918.99,14090.28,14286.591,14443.486,14543.002,14545.535,14448.072
113,54.5,Nebraska,2009,soybeans,4800000,2118.148,2188.63,2232.026,2220.124,2277.99,2347.77,2723.398,0.0,0.001,0.001,0.003,13804.823,13600.647,14105.39,13860.514,14086.556,13979.519,14043.866,14352.317,14293.436,14678.594,14530.984,14445.909,14739.964
114,52.5,Nebraska,2010,soybeans,5150000,681.77,1209.518,1089.082,1007.538,2120.37,2346.588,2944.636,0.0,0.001,0.002,0.003,12917.141,13654.75,13810.18,13624.148,13624.743,13575.426,13534.336,13929.877,14090.823,14373.847,14621.24,14734.259,14778.445
115,54.0,Nebraska,2011,soybeans,4900000,806.374,623.466,2100.176,2197.596,2259.334,2458.21,2852.226,0.001,0.001,0.001,0.003,13492.592,13160.99,13352.882,13761.76,13479.484,14106.766,14074.17,14088.144,14.113,14502.768,14347.403,14718.414,14909.694
116,41.5,Nebraska,2012,soybeans,5050000,2481.058,2306.008,1095.794,2268.178,2349.464,2907.339,3414.174,0.0,0.002,0.001,0.003,13981.476,14076.722,13712.575,14139.486,13856.217,13728.427,13928.62,14024.376,14557.848,15031.194,14974.618,15242.998,14895.458
117,53.5,Nebraska,2013,soybeans,4800000,982.75,1992.066,2065.9,1931.868,2077.846,2215.638,2007.35,0.0,0.001,0.001,0.003,13505.306,13658.289,13982.261,14069.785,14086.394,13983.594,13683.414,13863.564,14087.337,14394.36,14593.797,14834.774,14691.727
118,54.0,Nebraska,2014,soybeans,5400000,2304.998,2424.9,1889.432,2079.716,2332.248,2347.936,2644.454,0.0,0.001,0.001,0.002,13586.781,13881.918,14016.86,13837.562,13431.718,13898.048,14081.45,13694.304,14398.263,14474.756,14437.949,14664.956,14963.56
119,58.0,Nebraska,2015,soybeans,5300000,829.654,2345.3,1852.094,2175.02,2283.784,2537.385,2778.902,0.0,0.001,0.0,0.003,13312.051,13596.495,13909.088,14206.928,14000.679,14111.032,13903.854,13857.53,14699.27,14960.128,14817.578,15032.716,14958.164
120,61.0,Nebraska,2016,soybeans,5200000,998.683,1536.234,724.054,2408.531,2710.878,2867.236,3122.262,0.001,0.001,0.001,0.005,13569.824,13650.006,13586.696,13849.56,13508.151,13960.726,13783.933580769231,14356.264,14782.464,14577.524,14477.234,14833.19,14860.452
121,57.5,Nebraska,2017,soybeans,5700000,1933.575,2314.212,2219.066,2421.024,2500.597,2867.236,3338.8,0.001,0.001,0.002,0.003,13296.455,13623.839,13906.574,13700.081,13722.776,14261.091,14579.368,14193.238,14479.022,14747.494,14789.833,14695.293,14899.74
122,58.0,Nebraska,2018,soybeans,5650000,1174.762,1132.51,1171.428,1909.588,2394.424,2456.9,2501.732,0.001,0.001,0.002,0.002,13462.734,13522.954,13602.713,13664.224,13593.818,13697.626,13691.186,14134.564,14261.112,14547.702,14713.414,14454.762,14545.055
123,58.5,Nebraska,2019,soybeans,4900000,2048.146,1691.964,2182.748,142.012,1957.06,2307.27,2851.311,0.0,0.001,0.003,0.002,13826.705,13823.44,13526.947,13877.132,13877.58,13647.278,13223.869,13214.723,13712.953,14196.456,14536.794,14446.432,14933.854
124,58.0,Nebraska,2020,soybeans,5200000,1530.574,1005.818,2005.605,2148.448,2246.35,2525.461,2726.431,0.001,0.0,0.002,0.001,13772.58,13561.03,13444.833,13818.624,13859.269,13955.781,14061.142,14238.92,14463.958,13784.109,14492.773,14619.797,15001.392
125,63.0,Nebraska,2021,soybeans,5600000,1600.54,2164.978,693.9,2251.814,2424.334,2539.112,2855.382,0.001,0.001,0.003,0.002,13682.377,13857.727,13936.039,13672.207,13645.396,12874.606,13694.206,14392.806,14694.711,14304.016,14707.126,15008.488,14793.44
126,127.0,Kansas,2001,corn,3450000,2410.313,2160.934,1804.782,2126.048,2581.737,2875.048,3684.341,0.001,0.003,0.002,0.002,13943.585,14074.028,13877.423,13723.24,13959.707,13654.96,14077.567,14100.191,14444.756,14593.455,14697.493,14710.05,14982.154
127,116.0,Kansas,2002,corn,3250000,3011.116,2896.88,2637.47,2724.343,2693.97,2817.21,3380.128,0.001,0.001,0.001,0.002,13906.968,14171.952,14134.022,14386.351,13869.415,14232.727,14430.506,14266.885,14310.172,14668.537,14820.91,15002.182,14985.802
128,120.0,Kansas,2003,corn,2900000,3058.385,2741.649,2826.467,2711.383,3025.05,3567.219,4134.95,0.0,0.001,0.002,0.003,14270.196,14031.809,14074.748,14143.851,13950.948,14159.651,14362.966,14056.911,14353.936,14822.96,14675.273,15020.13,15160.014
129,150.0,Kansas,2004,corn,3100000,2967.1,2876.735,1135.842,2657.709,2871.203,3464.964,4050.325,0.001,0.001,0.002,0.003,13938.362,14206.339,14039.992,13826.683,13532.096,13842.719,14271.452,14276.607,14533.437,14708.244,14773.653,14866.263,14851.703
130,135.0,Kansas,2005,corn,3650000,1731.03,3041.341,3105.518,3200.978,3369.233,3889.313,4552.355,0.001,0.002,0.001,0.002,13544.432,13677.861,14048.866,14130.044,14207.521,14207.553,14395.589,14566.595,14690.996,14594.094,14678.872,14868.305,14838.481
131,115.0,Kansas,2006,corn,3350000,3135.153,3074.242,2974.906,2857.174,3034.092,3242.106,4016.711,0.0,0.0,0.002,0.002,14252.234,14169.685,14177.846,14337.838,14197.964,14258.405,14412.959,14642.574,14701.333,14689.583,14401.485,14874.563,15147.369
132,138.0,Kansas,2007,corn,3900000,2226.529,997.521,1592.186,2316.384,3087.06,4473.531,4432.84,0.001,0.001,0.003,0.003,13809.806,13876.954,13538.108,13661.589,13827.197,13568.827,14157.277,14194.782,14617.206,14780.459,14693.089,14708.669,14346.805
133,133.0,Kansas,2008,corn,3850000,2386.422,2280.363,2520.022,2646.155,2698.968,3014.812,3547.703,0.001,0.001,0.002,0.003,13636.606,13919.21,13614.275,13977.665,14041.735,13999.456,14039.701,14400.747,14555.206,14667.072,14746.645,14697.515,14710.71
134,155.0,Kansas,2009,corn,4100000,2802.179,2737.407,2693.377,2658.533,2864.703,3182.737,3603.058,0.0,0.001,0.002,0.004,14072.251,14035.749,14218.092,14238.002,14313.118,14278.839,14420.689,14592.636,14629.034,14969.08,14459.826,14544.646,14878.142
135,124.0,Kansas,2010,corn,4850000,1726.711,2704.187,2458.417,2533.948,2814.796,3132.762,3791.443,0.001,0.001,0.002,0.002,13409.806,13870.471,14020.351,13950.803,13785.604,13964.167,13982.045,14299.577,14530.657,14558.525,14635.423,14947.365,14971.653
136,107.0,Kansas,2011,corn,4900000,2809.966,2303.739,2151.036,2728.076,2778.04,3253.433,3656.447,0.001,0.001,0.001,0.002,13944.803,13709.235,13636.95,14167.591,13833.271,14144.263,14325.885,14352.849,14512.152,14726.49,14697.182,14946.878,15117.419
137,95.0,Kansas,2012,corn,4700000,2860.779,2854.263,2846.908,2861.591,3169.793,4439.17,5363.102,0.0,0.002,0.002,0.003,14061.042,14123.389,13907.439,14307.587,14159.047,14033.535,14317.178,14480.958,14702.457,15058.721,14957.473,15153.401,14832.352
138,126.0,Kansas,2013,corn,4300000,2747.914,2848.701,2850.403,2657.522,2888.269,3397.279,3727.164,0.001,0.002,0.001,0.003,13646.597,13814.872,14147.375,14253.491,14330.908,14274.523,14107.131,13853.315,14371.662,14605.547,14610.388,14931.441,14789.123
139,149.0,Kansas,2014,corn,4050000,2654.747,2728.882,2131.599,2661.673,2677.89,2930.257,3309.767,0.0,0.001,0.001,0.002,13752.153,14053.407,14079.984,14235.377,13554.682,13949.228,14378.605,14181.598,14688.359,14779.421,14633.061,14836.285,15208.85
140,148.0,Kansas,2015,corn,4150000,2385.092,2713.773,2654.375,2690.283,2713.309,3184.355,3903.147,0.001,0.001,0.001,0.002,13507.99,13971.24,14183.545,14461.263,14360.482,14362.496,14152.914,13987.431,14851.03,15036.625,14934.659,15116.433,15071.645
141,142.0,Kansas,2016,corn,5100000,3168.275,2928.392,2676.523,3040.438,3508.06,3599.92,3839.873,0.0,0.001,0.001,0.005,13934.499,13985.824,13800.02,14222.24,13921.757,14333.545,13783.933580769231,14637.319,14889.159,14727.915,14654.928,15025.244,14971.238
142,132.0,Kansas,2017,corn,5500000,2967.389,2936.221,2808.557,3036.815,3140.545,3599.92,3969.086,0.001,0.0,0.002,0.005,13729.876,14048.979,14118.278,14087.329,14111.376,14649.661,14753.603,14605.279,14767.468,15008.605,14967.45,14647.269,14881.377
143,129.0,Kansas,2018,corn,5450000,2592.986,2680.525,2577.954,2629.703,2741.631,2956.329,3167.241,0.001,0.001,0.001,0.001,13873.663,13870.902,13965.673,14174.503,14068.774,14172.573,14135.504,14619.623,14608.617,14835.303,14901.617,14739.581,14714.281
144,133.0,Kansas,2019,corn,6400000,2761.558,2243.164,2583.689,1395.492,2749.605,3206.404,4089.03,0.001,0.001,0.002,0.002,14029.711,13906.271,13666.559,13876.106,13981.904,13978.424,13721.874,13544.266,14186.98,14534.87,14741.36,14605.185,14983.98
145,134.0,Kansas,2020,corn,6100000,2730.683,2781.323,2682.733,2693.481,2916.17,3441.315,3796.146,0.001,0.001,0.002,0.001,14049.006,13960.958,13846.306,14080.398,14177.337,14176.982,14137.545,14405.844,14642.563,14421.074,14772.109,14779.729,15178.124
146,139.0,Kansas,2021,corn,5700000,3060.347,2861.158,2755.463,2780.07,3009.389,3345.441,3878.351,0.001,0.0,0.004,0.002,14045.47,14042.311,14139.77,13887.214,14195.441,13080.299,14225.55,14616.433,14751.754,14569.8,14767.056,15029.435,14949.58
147,32.0,Kansas,2001,soybeans,2850000,2410.313,2160.934,1804.782,2126.048,2581.737,2875.048,3684.341,0.001,0.003,0.002,0.002,13943.585,14074.028,13877.423,13723.24,13959.707,13654.96,14077.567,14100.191,14444.756,14593.455,14697.493,14710.05,14982.154
148,23.0,Kansas,2002,soybeans,2750000,3011.116,2896.88,2637.47,2724.343,2693.97,2817.21,3380.128,0.001,0.001,0.001,0.002,13906.968,14171.952,14134.022,14386.351,13869.415,14232.727,14430.506,14266.885,14310.172,14668.537,14820.91,15002.182,14985.802
149,23.0,Kansas,2003,soybeans,2600000,3058.385,2741.649,2826.467,2711.383,3025.05,3567.219,4134.95,0.0,0.001,0.002,0.003,14270.196,14031.809,14074.748,14143.851,13950.948,14159.651,14362.966,14056.911,14353.936,14822.96,14675.273,15020.13,15160.014
150,41.0,Kansas,2004,soybeans,2800000,2967.1,2876.735,1135.842,2657.709,2871.203,3464.964,4050.325,0.001,0.001,0.002,0.003,13938.362,14206.339,14039.992,13826.683,13532.096,13842.719,14271.452,14276.607,14533.437,14708.244,14773.653,14866.263,14851.703
151,37.0,Kansas,2005,soybeans,2900000,1731.03,3041.341,3105.518,3200.978,3369.233,3889.313,4552.355,0.001,0.002,0.001,0.002,13544.432,13677.861,14048.866,14130.044,14207.521,14207.553,14395.589,14566.595,14690.996,14594.094,14678.872,14868.305,14838.481
152,32.0,Kansas,2006,soybeans,3150000,3135.153,3074.242,2974.906,2857.174,3034.092,3242.106,4016.711,0.0,0.0,0.002,0.002,14252.234,14169.685,14177.846,14337.838,14197.964,14258.405,14412.959,14642.574,14701.333,14689.583,14401.485,14874.563,15147.369
153,33.0,Kansas,2007,soybeans,2650000,2226.529,997.521,1592.186,2316.384,3087.06,4473.531,4432.84,0.001,0.001,0.003,0.003,13809.806,13876.954,13538.108,13661.589,13827.197,13568.827,14157.277,14194.782,14617.206,14780.459,14693.089,14708.669,14346.805
154,37.0,Kansas,2008,soybeans,3300000,2386.422,2280.363,2520.022,2646.155,2698.968,3014.812,3547.703,0.001,0.001,0.002,0.003,13636.606,13919.21,13614.275,13977.665,14041.735,13999.456,14039.701,14400.747,14555.206,14667.072,14746.645,14697.515,14710.71
155,44.5,Kansas,2009,soybeans,3700000,2802.179,2737.407,2693.377,2658.533,2864.703,3182.737,3603.058,0.0,0.001,0.002,0.004,14072.251,14035.749,14218.092,14238.002,14313.118,14278.839,14420.689,14592.636,14629.034,14969.08,14459.826,14544.646,14878.142
156,33.0,Kansas,2010,soybeans,4300000,1726.711,2704.187,2458.417,2533.948,2814.796,3132.762,3791.443,0.001,0.001,0.002,0.002,13409.806,13870.471,14020.351,13950.803,13785.604,13964.167,13982.045,14299.577,14530.657,14558.525,14635.423,14947.365,14971.653
157,27.5,Kansas,2011,soybeans,4000000,2809.966,2303.739,2151.036,2728.076,2778.04,3253.433,3656.447,0.001,0.001,0.001,0.002,13944.803,13709.235,13636.95,14167.591,13833.271,14144.263,14325.885,14352.849,14512.152,14726.49,14697.182,14946.878,15117.419
158,23.0,Kansas,2012,soybeans,4000000,2860.779,2854.263,2846.908,2861.591,3169.793,4439.17,5363.102,0.0,0.002,0.002,0.003,14061.042,14123.389,13907.439,14307.587,14159.047,14033.535,14317.178,14480.958,14702.457,15058.721,14957.473,15153.401,14832.352
159,37.0,Kansas,2013,soybeans,3600000,2747.914,2848.701,2850.403,2657.522,2888.269,3397.279,3727.164,0.001,0.002,0.001,0.003,13646.597,13814.872,14147.375,14253.491,14330.908,14274.523,14107.131,13853.315,14371.662,14605.547,14610.388,14931.441,14789.123
160,35.5,Kansas,2014,soybeans,4000000,2654.747,2728.882,2131.599,2661.673,2677.89,2930.257,3309.767,0.0,0.001,0.001,0.002,13752.153,14053.407,14079.984,14235.377,13554.682,13949.228,14378.605,14181.598,14688.359,14779.421,14633.061,14836.285,15208.85
161,38.5,Kansas,2015,soybeans,3900000,2385.092,2713.773,2654.375,2690.283,2713.309,3184.355,3903.147,0.001,0.001,0.001,0.002,13507.99,13971.24,14183.545,14461.263,14360.482,14362.496,14152.914,13987.431,14851.03,15036.625,14934.659,15116.433,15071.645
162,48.0,Kansas,2016,soybeans,4050000,3168.275,2928.392,2676.523,3040.438,3508.06,3599.92,3839.873,0.0,0.001,0.001,0.005,13934.499,13985.824,13800.02,14222.24,13921.757,14333.545,13783.933580769231,14637.319,14889.159,14727.915,14654.928,15025.244,14971.238
163,37.5,Kansas,2017,soybeans,5150000,2967.389,2936.221,2808.557,3036.815,3140.545,3599.92,3969.086,0.001,0.0,0.002,0.005,13729.876,14048.979,14118.278,14087.329,14111.376,14649.661,14753.603,14605.279,14767.468,15008.605,14967.45,14647.269,14881.377
164,43.0,Kansas,2018,soybeans,4750000,2592.986,2680.525,2577.954,2629.703,2741.631,2956.329,3167.241,0.001,0.001,0.001,0.001,13873.663,13870.902,13965.673,14174.503,14068.774,14172.573,14135.504,14619.623,14608.617,14835.303,14901.617,14739.581,14714.281
165,41.5,Kansas,2019,soybeans,4550000,2761.558,2243.164,2583.689,1395.492,2749.605,3206.404,4089.03,0.001,0.001,0.002,0.002,14029.711,13906.271,13666.559,13876.106,13981.904,13978.424,13721.874,13544.266,14186.98,14534.87,14741.36,14605.185,14983.98
166,41.0,Kansas,2020,soybeans,4800000,2730.683,2781.323,2682.733,2693.481,2916.17,3441.315,3796.146,0.001,0.001,0.002,0.001,14049.006,13960.958,13846.306,14080.398,14177.337,14176.982,14137.545,14405.844,14642.563,14421.074,14772.109,14779.729,15178.124
167,40.0,Kansas,2021,soybeans,4850000,3060.347,2861.158,2755.463,2780.07,3009.389,3345.441,3878.351,0.001,0.0,0.004,0.002,14045.47,14042.311,14139.77,13887.214,14195.441,13080.299,14225.55,14616.433,14751.754,14569.8,14767.056,15029.435,14949.58
168,133.0,Missouri,2001,corn,2700000,1879.052,3444.357,3219.53,3390.624,3507.004,3720.658,4865.264,0.002,0.004,0.002,0.003,13633.7,13776.268,13888.972,13775.122,13977.342,13663.84,14085.141,14132.975,14321.16,14377.539,14377.508,14506.448,15013.232
169,105.0,Missouri,2002,corn,2800000,3723.623,3579.15,3487.457,3539.465,3585.172,4038.184,4491.422,0.002,0.001,0.003,0.004,13704.461,14070.026,13913.236,14238.634,14023.306,14185.95,14330.179,13988.437,14306.062,14508.678,14603.989,14647.21,14890.834
170,108.0,Missouri,2003,corn,2900000,3799.192,3246.358,3364.549,3429.378,3595.366,4145.846,5204.104,0.001,0.003,0.002,0.003,13903.086,13857.496,13766.681,13758.812,13734.755,13978.432,14066.281,14040.429,14308.798,14630.433,14833.996,14817.482,14949.604
171,162.0,Missouri,2004,corn,2950000,3864.79,3765.643,1903.042,3490.008,3807.356,4646.684,5221.488,0.002,0.001,0.003,0.003,13816.016,13980.912,13760.418,13580.8,13532.2,13758.468,14164.821,14321.413,14373.8,14543.489,14393.048,14661.586,14674.357
172,111.0,Missouri,2005,corn,3100000,2560.856,3387.591,3519.705,3544.681,3605.144,4067.93,4998.042,0.004,0.002,0.002,0.003,13367.092,13545.376,13868.458,14129.32,14225.714,14215.052,14247.658,14292.386,14398.238,14483.145,14659.058,14851.718,14809.574
173,138.0,Missouri,2006,corn,2700000,3778.44,3798.824,3709.214,3474.762,3796.516,4359.228,4991.296,0.002,0.001,0.004,0.004,14185.566,14078.358,14139.285,14173.472,13976.308,14157.148,14236.297,14427.39,14564.877,14476.59,14445.492,14793.826,14974.928
174,140.0,Missouri,2007,corn,3450000,3931.577,2388.868,2622.792,3449.186,3782.82,5270.078,4788.496,0.002,0.002,0.003,0.003,13974.684,13813.459,13668.928,13739.315,13717.387,13548.743,14194.26,14197.643,14485.696,14518.388,14862.179,14713.77,14411.606
175,144.0,Missouri,2008,corn,2800000,3586.172,3252.77,3233.016,3320.729,3515.597,4081.648,4531.667,0.002,0.003,0.006,0.005,13582.795,13836.022,13555.783,13921.612,14053.27,13748.602,13732.572,14238.106,14337.317,14489.217,14482.566,14510.764,14647.35
176,153.0,Missouri,2009,corn,3000000,3621.379,3281.036,3327.108,3342.004,3657.004,4242.372,4492.535,0.001,0.002,0.003,0.005,13892.262,13953.618,13907.888,13831.039,13948.353,14138.672,13993.936,14087.406,14630.791,14753.786,14412.973,14541.448,14607.292
177,123.0,Missouri,2010,corn,3150000,1962.717,3042.174,2484.894,2580.421,3412.254,3879.436,5223.226,0.002,0.002,0.003,0.004,13248.659,13471.114,14047.857,13693.8,13657.095,13723.841,13809.224,14081.072,14593.971,14520.621,14505.451,14792.008,14948.578
178,114.0,Missouri,2011,corn,3300000,3731.158,1966.671,1450.463,3527.676,3749.353,4385.347,5125.402,0.001,0.004,0.003,0.006,13769.622,13562.743,13428.444,13882.656,13249.431,13877.924,14338.905,14128.038,14361.384,14580.813,14564.983,14743.554,14972.89
179,75.0,Missouri,2012,corn,3600000,3845.974,3649.044,3664.806,3709.22,4020.174,5494.774,6612.352,0.001,0.002,0.004,0.003,14088.442,14089.644,13939.237,14107.734,14169.489,13933.054,14150.291,14389.474,14513.098,14923.264,14905.616,15059.252,14716.444
180,136.0,Missouri,2013,corn,3350000,3723.826,4041.301,3914.467,3497.118,3908.684,4209.798,5096.742,0.003,0.003,0.003,0.005,13759.105,13814.058,13981.72,13882.847,14085.791,14111.286,13840.436,13846.429,14118.817,14247.994,14439.752,14644.675,14726.318
181,186.0,Missouri,2014,corn,3500000,3219.711,3427.371,1795.666,3223.168,3383.603,3519.685,4617.384,0.001,0.002,0.002,0.004,13463.26,13975.938,13885.147,14006.73,13288.719,13626.283,14133.505,13873.678,14391.378,14557.97,14377.085,14622.456,14846.328
182,142.0,Missouri,2015,corn,3250000,3496.265,3480.086,3110.238,1644.73,3396.69,4152.375,5190.656,0.001,0.002,0.003,0.004,13508.691,13739.592,14120.752,14095.378,13984.556,13984.993,13599.601,13537.67,14424.788,14719.518,14526.384,14791.044,14752.775
183,163.0,Missouri,2016,corn,3650000,3986.275,3689.737,3638.972,3629.545,4254.485,4543.94,4918.437,0.001,0.001,0.003,0.004,13811.23,13813.569,13627.089,14115.896,13989.464,14030.084,13783.933580769231,14498.33,14612.585,14642.248,14568.477,14729.126,14674.14
184,170.0,Missouri,2017,corn,3400000,3633.616,3824.842,3690.609,3964.148,4205.026,4543.94,5037.016,0.002,0.001,0.004,0.008,13685.6,14100.377,14273.805,13977.389,14061.784,14412.532,14554.024,14432.02,14440.986,14690.434,14668.169,14449.243,14834.228
185,140.0,Missouri,2018,corn,3500000,3419.433,3501.274,3344.082,3516.474,3599.06,4074.972,4281.098,0.001,0.005,0.004,0.002,13481.466,13355.94,13863.698,14173.542,13772.56,13915.746,14153.109,14460.502,14214.781,14484.65,14545.727,14413.242,14694.191
186,155.0,Missouri,2019,corn,3200000,4096.22,2752.426,3298.206,3367.092,3697.854,4220.206,5298.389,0.003,0.004,0.003,0.004,14141.956,13862.438,13512.464,13630.533,13859.416,13973.136,13921.892,13783.422,14075.735,14412.888,14657.218,14499.002,14814.566
187,171.0,Missouri,2020,corn,3450000,3870.698,3261.687,3506.016,3796.858,3787.208,4591.456,5344.538,0.004,0.003,0.004,0.004,14029.866,13960.19,13588.235,13971.239,14176.494,13696.059,13985.118,14275.68,14500.376,14.081,14440.864,14678.95,14884.014
188,159.0,Missouri,2021,corn,3600000,3659.06,3603.96,2676.914,3747.547,4207.948,4640.263,5215.476,0.003,0.002,0.005,0.004,13922.918,13940.484,13926.248,13773.12,13950.442,13032.2,13896.92,14493.676,14628.316,14486.224,14660.184,14769.714,14794.116
189,38.0,Missouri,2001,soybeans,4950000,1879.052,3444.357,3219.53,3390.624,3507.004,3720.658,4865.264,0.002,0.004,0.002,0.003,13633.7,13776.268,13888.972,13775.122,13977.342,13663.84,14085.141,14132.975,14321.16,14377.539,14377.508,14506.448,15013.232
190,34.0,Missouri,2002,soybeans,5050000,3723.623,3579.15,3487.457,3539.465,3585.172,4038.184,4491.422,0.002,0.001,0.003,0.004,13704.461,14070.026,13913.236,14238.634,14023.306,14185.95,14330.179,13988.437,14306.062,14508.678,14603.989,14647.21,14890.834
191,29.5,Missouri,2003,soybeans,5000000,3799.192,3246.358,3364.549,3429.378,3595.366,4145.846,5204.104,0.001,0.003,0.002,0.003,13903.086,13857.496,13766.681,13758.812,13734.755,13978.432,14066.281,14040.429,14308.798,14630.433,14833.996,14817.482,14949.604
192,45.0,Missouri,2004,soybeans,5000000,3864.79,3765.643,1903.042,3490.008,3807.356,4646.684,5221.488,0.002,0.001,0.003,0.003,13816.016,13980.912,13760.418,13580.8,13532.2,13758.468,14164.821,14321.413,14373.8,14543.489,14393.048,14661.586,14674.357
193,37.0,Missouri,2005,soybeans,4950000,2560.856,3387.591,3519.705,3544.681,3605.144,4067.93,4998.042,0.004,0.002,0.002,0.003,13367.092,13545.376,13868.458,14129.32,14225.714,14215.052,14247.658,14292.386,14398.238,14483.145,14659.058,14851.718,14809.574
194,38.0,Missouri,2006,soybeans,5150000,3778.44,3798.824,3709.214,3474.762,3796.516,4359.228,4991.296,0.002,0.001,0.004,0.004,14185.566,14078.358,14139.285,14173.472,13976.308,14157.148,14236.297,14427.39,14564.877,14476.59,14445.492,14793.826,14974.928
195,37.5,Missouri,2007,soybeans,4700000,3931.577,2388.868,2622.792,3449.186,3782.82,5270.078,4788.496,0.002,0.002,0.003,0.003,13974.684,13813.459,13668.928,13739.315,13717.387,13548.743,14194.26,14197.643,14485.696,14518.388,14862.179,14713.77,14411.606
196,38.0,Missouri,2008,soybeans,5200000,3586.172,3252.77,3233.016,3320.729,3515.597,4081.648,4531.667,0.002,0.003,0.006,0.005,13582.795,13836.022,13555.783,13921.612,14053.27,13748.602,13732.572,14238.106,14337.317,14489.217,14482.566,14510.764,14647.35
197,43.5,Missouri,2009,soybeans,5350000,3621.379,3281.036,3327.108,3342.004,3657.004,4242.372,4492.535,0.001,0.002,0.003,0.005,13892.262,13953.618,13907.888,13831.039,13948.353,14138.672,13993.936,14087.406,14630.791,14753.786,14412.973,14541.448,14607.292
198,41.5,Missouri,2010,soybeans,5150000,1962.717,3042.174,2484.894,2580.421,3412.254,3879.436,5223.226,0.002,0.002,0.003,0.004,13248.659,13471.114,14047.857,13693.8,13657.095,13723.841,13809.224,14081.072,14593.971,14520.621,14505.451,14792.008,14948.578
199,36.5,Missouri,2011,soybeans,5350000,3731.158,1966.671,1450.463,3527.676,3749.353,4385.347,5125.402,0.001,0.004,0.003,0.006,13769.622,13562.743,13428.444,13882.656,13249.431,13877.924,14338.905,14128.038,14361.384,14580.813,14564.983,14743.554,14972.89
