,target,state,year,crop,area,ndvi_1,ndvi_17,ndvi_33,ndvi_49,ndvi_65,ndvi_81,ndvi_97,ndvi_113,ndvi_129,ndvi_145,ndvi_161,ndvi_177,ndvi_193,ndvi_209,ndvi_225,ndvi_241,prec_1,prec_32,prec_60,prec_91,prec_121,prec_152,prec_182,prec_213,prec_244,temp_1,temp_9,temp_17,temp_25,temp_33,temp_41,temp_49,temp_57,temp_65,temp_73,temp_81,temp_89,temp_97,temp_105,temp_113,temp_121,temp_129,temp_137,temp_145,temp_153,temp_161,temp_169,temp_177,temp_185,temp_193,temp_201,temp_209,temp_217,temp_225,temp_233,temp_241
132,138.0,Kansas,2007,corn,3900000,2226.529,997.521,1592.186,2316.384,3087.06,4473.531,4432.84,5020.838,5639.192,5426.898,5493.906,5480.721,5506.383,5564.639,5267.301,4961.867,0.001,0.001,0.003,0.003,0.005,0.005,0.002,0.002,0.001,13809.806,13876.954,13538.108,13661.589,13827.197,13568.827,14157.277,14194.782,14617.206,14780.459,14693.089,14708.669,14346.805,14873.345,15026.08,15025.238,15170.285,15033.743,15012.956,15174.816,15286.338,15310.398,15356.813,15453.212,15465.677,15436.833,15277.549,15492.691,15534.387,15401.932,15399.178
133,133.0,Kansas,2008,corn,3850000,2386.422,2280.363,2520.022,2646.155,2698.968,3014.812,3547.703,4196.635,4755.826,5369.569,5092.419,5059.689,5175.8,5406.192,5682.076,5607.579,0.001,0.001,0.002,0.003,0.005,0.004,0.002,0.002,0.004,13636.606,13919.21,13614.275,13977.665,14041.735,13999.456,14039.701,14400.747,14555.206,14667.072,14746.645,14697.515,14710.71,14928.481,14936.94,15035.437,14968.86,15251.527,15221.589,15264.168,15338.291,15365.856,15441.106,15441.002,15452.974,15559.946,15547.816,15477.859,15226.018,15216.393,15246.475
134,155.0,Kansas,2009,corn,4100000,2802.179,2737.407,2693.377,2658.533,2864.703,3182.737,3603.058,4524.563,5212.419,5229.082,5471.241,5428.792,5778.85,5784.633,5671.482,5612.449,0.0,0.001,0.002,0.004,0.002,0.004,0.002,0.003,0.002,14072.251,14035.749,14218.092,14238.002,14313.118,14278.839,14420.689,14592.636,14629.034,14969.08,14459.826,14544.646,14878.142,14974.703,15222.381,15138.625,15045.223,15234.323,15357.018,15251.341,15181.218,15448.062,15493.263,15355.385,15346.94,15371.006,15295.433,15394.874,15222.894,15219.878,15074.802
135,124.0,Kansas,2010,corn,4850000,1726.711,2704.187,2458.417,2533.948,2814.796,3132.762,3791.443,4946.711,5265.301,5464.649,5431.942,5343.741,5680.643,5595.583,5265.108,4886.425,0.001,0.001,0.002,0.002,0.004,0.002,0.003,0.002,0.002,13409.806,13870.471,14020.351,13950.803,13785.604,13964.167,13982.045,14299.577,14530.657,14558.525,14635.423,14947.365,14971.653,14818.036,14888.902,15057.96,14894.786,15090.342,15246.064,15343.03,15267.754,15368.038,15479.232,15284.327,15494.723,15386.333,15512.162,15504.002,15439.361,15377.401,15343.862
136,107.0,Kansas,2011,corn,4900000,2809.966,2303.739,2151.036,2728.076,2778.04,3253.433,3656.447,4109.106,4460.844,4840.78,4756.375,4583.044,4671.068,4828.904,5111.876,4583.699,0.001,0.001,0.001,0.002,0.003,0.002,0.001,0.002,0.001,13944.803,13709.235,13636.95,14167.591,13833.271,14144.263,14325.885,14352.849,14512.152,14726.49,14697.182,14946.878,15117.419,14901.067,14986.663,15256.635,15422.319,15232.792,15258.367,15511.152,15386.224,15418.579,15625.315,15641.024,15740.944,15752.275,15682.528,15467.092,15459.868,15629.485,15530.573
137,95.0,Kansas,2012,corn,4700000,2860.779,2854.263,2846.908,2861.591,3169.793,4439.17,5363.102,5339.729,4839.731,4335.637,4339.331,4203.341,4068.595,3891.501,3849.481,4114.97,0.0,0.002,0.002,0.003,0.001,0.001,0.001,0.002,0.002,14061.042,14123.389,13907.439,14307.587,14159.047,14033.535,14317.178,14480.958,14702.457,15058.721,14957.473,15153.401,14832.352,14915.549,15142.112,15289.386,15321.77,15403.601,15497.419,15488.361,15489.196,15560.597,15834.098,15776.054,15748.786,15871.643,15790.347,15659.575,15430.536,15566.868,15639.198
138,126.0,Kansas,2013,corn,4300000,2747.914,2848.701,2850.403,2657.522,2888.269,3397.279,3727.164,3992.846,4743.391,5103.922,4776.407,4632.597,4655.08,5910.16,6006.032,5251.148,0.001,0.002,0.001,0.003,0.003,0.002,0.004,0.003,0.002,13646.597,13814.872,14147.375,14253.491,14330.908,14274.523,14107.131,13853.315,14371.662,14605.547,14610.388,14931.441,14789.123,14797.092,15114.687,15001.279,15243.83,15265.289,15229.704,15232.128,15557.577,15467.587,15582.279,15659.956,15592.976,15485.56,15302.008,15225.374,15154.527,15447.367,15497.158
139,149.0,Kansas,2014,corn,4050000,2654.747,2728.882,2131.599,2661.673,2677.89,2930.257,3309.767,3976.649,4266.689,4609.978,5011.263,5671.134,5653.567,5552.279,5300.363,5267.844,0.0,0.001,0.001,0.002,0.002,0.006,0.002,0.002,0.002,13752.153,14053.407,14079.984,14235.377,13554.682,13949.228,14378.605,14181.598,14688.359,14779.421,14633.061,14836.285,15208.85,15059.291,14998.422,15408.09,15325.353,15377.868,15522.99,15243.396,15212.118,15389.822,15231.686,15402.082,15374.703,15496.162,15424.148,15322.028,15473.984,15466.996,15326.311
140,148.0,Kansas,2015,corn,4150000,2385.092,2713.773,2654.375,2690.283,2713.309,3184.355,3903.147,4452.707,5405.343,5373.038,5135.741,5233.85,5530.519,5920.267,5837.281,5306.399,0.001,0.001,0.001,0.002,0.007,0.003,0.003,0.002,0.001,13507.99,13971.24,14183.545,14461.263,14360.482,14362.496,14152.914,13987.431,14851.03,15036.625,14934.659,15116.433,15071.645,14908.301,15116.792,15207.16,14836.189,14915.149,14972.21,15327.094,15366.818,15457.387,15454.032,15397.994,15516.695,15409.693,15424.794,15337.06,15315.337,15236.259,15411.878
141,142.0,Kansas,2016,corn,5100000,3168.275,2928.392,2676.523,3040.438,3508.06,3599.92,3839.873,4659.435,5323.353,5242.697,4969.854,5578.441,5803.09,5897.202,5888.856,5824.437,0.0,0.001,0.001,0.005,0.004,0.002,0.004,0.004,0.003,13934.499,13985.824,13800.02,14222.24,13921.757,14333.545,13783.933580769231,14637.319,14889.159,14727.915,14654.928,15025.244,14971.238,14993.331,15034.872,15047.683,15078.778,15017.969,15117.028,15320.513,15486.575,15555.345,15410.962,15382.427,15343.745,15521.721,15381.804,15396.774,15381.158,15233.028,15099.164
142,132.0,Kansas,2017,corn,5500000,2967.389,2936.221,2808.557,3036.815,3140.545,3599.92,3969.086,4765.685,5278.277,5247.218,4993.181,5211.257,5413.836,5822.99,5911.483,5396.124,0.001,0.0,0.002,0.005,0.004,0.002,0.002,0.003,0.002,13729.876,14048.979,14118.278,14087.329,14111.376,14649.661,14753.603,14605.279,14767.468,15008.605,14967.45,14647.269,14881.377,15070.853,14871.52,15074.218,15165.806,14958.169,15260.806,15311.204,15493.463,15492.946,15352.402,15557.347,15523.622,15636.623,15308.511,15187.521,15302.194,15239.375,15301.355
143,129.0,Kansas,2018,corn,5450000,2592.986,2680.525,2577.954,2629.703,2741.631,2956.329,3167.241,3862.512,4912.869,5255.437,5240.393,5654.19,5744.489,5984.988,6159.24,6052.273,0.001,0.001,0.001,0.001,0.003,0.003,0.003,0.003,0.003,13873.663,13870.902,13965.673,14174.503,14068.774,14172.573,14135.504,14619.623,14608.617,14835.303,14901.617,14739.581,14714.281,14889.98,15116.9,15279.683,15420.832,15341.784,15451.335,15439.062,15564.271,15373.473,15450.251,15529.826,15481.309,15435.633,15304.721,15383.946,15208.213,15276.952,15232.97
144,133.0,Kansas,2019,corn,6400000,2761.558,2243.164,2583.689,1395.492,2749.605,3206.404,4089.03,4903.906,5479.462,5735.715,5803.236,5807.463,6004.926,5936.052,6173.509,6077.094,0.001,0.001,0.002,0.002,0.009,0.003,0.002,0.005,0.002,14029.711,13906.271,13666.559,13876.106,13981.904,13978.424,13721.874,13544.266,14186.98,14534.87,14741.36,14605.185,14983.98,15116.966,15058.527,15016.236,15173.329,14909.61,15105.475,15276.966,15191.974,15183.938,15490.836,15283.156,15510.415,15383.621,15454.501,15396.18,15299.21,15109.827,15283.806
145,134.0,Kansas,2020,corn,6100000,2730.683,2781.323,2682.733,2693.481,2916.17,3441.315,3796.146,4424.042,4940.199,5242.571,4999.529,5284.796,6091.577,6407.251,6215.156,5535.395,0.001,0.001,0.002,0.001,0.004,0.001,0.003,0.001,0.002,14049.006,13960.958,13846.306,14080.398,14177.337,14176.982,14137.545,14405.844,14642.563,14421.074,14772.109,14779.729,15178.124,15012.683,15155.521,15195.784,14925.424,15116.343,15246.818,15563.375,15485.76,15435.122,15498.346,15439.978,15439.735,15325.862,15159.412,15317.408,15324.345,15482.798,15361.679
146,139.0,Kansas,2021,corn,5700000,3060.347,2861.158,2755.463,2780.07,3009.389,3345.441,3878.351,4489.543,4960.695,5701.144,5174.481,5712.028,6029.553,5937.371,5715.018,5614.575,0.001,0.0,0.004,0.002,0.005,0.003,0.002,0.001,0.002,14045.47,14042.311,14139.77,13887.214,14195.441,13080.299,14225.55,14616.433,14751.754,14569.8,14767.056,15029.435,14949.58,14614.647,15173.481,15129.182,15003.377,15036.561,15094.947,15284.292,15575.022,15512.922,15318.98,15388.415,15347.719,15423.403,15476.768,15481.259,15310.452,15464.886,15287.183
147,32.0,Kansas,2001,soybeans,2850000,2410.313,2160.934,1804.782,2126.048,2581.737,2875.048,3684.341,4623.464,5242.343,5586.277,5326.765,4855.345,4876.23,5145.044,4941.273,4681.954,0.001,0.003,0.002,0.002,0.005,0.003,0.002,0.002,0.003,13943.585,14074.028,13877.423,13723.24,13959.707,13654.96,14077.567,14100.191,14444.756,14593.455,14697.493,14710.05,14982.154,14841.851,15206.858,15083.1,15304.132,15027.977,15192.363,15055.416,15374.363,14917.295696153846,15161.578977011493,15606.898,15497.83,15574.577,15.52,15604.331,15433.293,15439.501,15396.88
148,23.0,Kansas,2002,soybeans,2750000,3011.116,2896.88,2637.47,2724.343,2693.97,2817.21,3380.128,3968.152,4680.541,4656.157,4713.974,4550.226,4206.832,4342.222,4490.082,4403.9,0.001,0.001,0.001,0.002,0.004,0.002,0.001,0.002,0.001,13906.968,14171.952,14134.022,14386.351,13869.415,14232.727,14430.506,14266.885,14310.172,14668.537,14820.91,15002.182,14985.802,15226.495,14997.575,15220.228,15123.942,15044.877,15362.888,15490.521,15325.699,15476.036,15600.776,15663.24,15664.557,15804.629,15613.962,15601.12,15345.273,15413.102,15374.382
149,23.0,Kansas,2003,soybeans,2600000,3058.385,2741.649,2826.467,2711.383,3025.05,3567.219,4134.95,5323.396,5607.471,5497.385,5254.9,4977.739,4579.563,4423.289,4065.357,4338.283,0.0,0.001,0.002,0.003,0.004,0.004,0.001,0.003,0.002,14270.196,14031.809,14074.748,14143.851,13950.948,14159.651,14362.966,14056.911,14353.936,14822.96,14675.273,15020.13,15160.014,14953.463,14873.703,15005.77,15072.731,14952.916,15261.22,15002.371,15262.659,15340.764,15456.026,15595.248,15680.713,15632.553,15545.617,15573.271,15578.273,15710.174,15266.281
150,41.0,Kansas,2004,soybeans,2800000,2967.1,2876.735,1135.842,2657.709,2871.203,3464.964,4050.325,4859.149,5034.371,4624.397,4618.204,5253.06,5591.565,5837.242,5593.066,5101.443,0.001,0.001,0.002,0.003,0.002,0.005,0.004,0.002,0.001,13938.362,14206.339,14039.992,13826.683,13532.096,13842.719,14271.452,14276.607,14533.437,14708.244,14773.653,14866.263,14851.703,15139.423,14989.649,15154.333,15245.186,15299.08,15398.263,15409.337,15555.275,15251.934,15161.513,15208.141,15480.09,15463.533,15355.557,15200.886,15196.062,15279.701,15327.964
151,37.0,Kansas,2005,soybeans,2900000,1731.03,3041.341,3105.518,3200.978,3369.233,3889.313,4552.355,5093.188,5250.525,5259.14,5237.353,5188.844,5196.597,4941.717,5425.493,5524.922,0.001,0.002,0.001,0.002,0.002,0.004,0.002,0.004,0.001,13544.432,13677.861,14048.866,14130.044,14207.521,14207.553,14395.589,14566.595,14690.996,14594.094,14678.872,14868.305,14838.481,15025.489,14859.944,14963.807,15128.104,15396.838,15118.004,15217.874,15168.87,15401.9,15479.399,15329.95,15488.649,15619.473,15627.283,15554.523,15407.491,15201.593,15280.309
152,32.0,Kansas,2006,soybeans,3150000,3135.153,3074.242,2974.906,2857.174,3034.092,3242.106,4016.711,4446.463,4779.516,4510.375,4682.07,4653.663,4783.074,4499.826,4827.587,5418.603,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.003,0.002,14252.234,14169.685,14177.846,14337.838,14197.964,14258.405,14412.959,14642.574,14701.333,14689.583,14401.485,14874.563,15147.369,15262.691,15157.537,15067.226,15042.331,15499.134,15485.543,15511.589,15478.693,15327.15,15579.976,15428.221,15707.83,15708.681,15605.778,15691.764,15487.952,15321.889,15156.503
153,33.0,Kansas,2007,soybeans,2650000,2226.529,997.521,1592.186,2316.384,3087.06,4473.531,4432.84,5020.838,5639.192,5426.898,5493.906,5480.721,5506.383,5564.639,5267.301,4961.867,0.001,0.001,0.003,0.003,0.005,0.005,0.002,0.002,0.001,13809.806,13876.954,13538.108,13661.589,13827.197,13568.827,14157.277,14194.782,14617.206,14780.459,14693.089,14708.669,14346.805,14873.345,15026.08,15025.238,15170.285,15033.743,15012.956,15174.816,15286.338,15310.398,15356.813,15453.212,15465.677,15436.833,15277.549,15492.691,15534.387,15401.932,15399.178
154,37.0,Kansas,2008,soybeans,3300000,2386.422,2280.363,2520.022,2646.155,2698.968,3014.812,3547.703,4196.635,4755.826,5369.569,5092.419,5059.689,5175.8,5406.192,5682.076,5607.579,0.001,0.001,0.002,0.003,0.005,0.004,0.002,0.002,0.004,13636.606,13919.21,13614.275,13977.665,14041.735,13999.456,14039.701,14400.747,14555.206,14667.072,14746.645,14697.515,14710.71,14928.481,14936.94,15035.437,14968.86,15251.527,15221.589,15264.168,15338.291,15365.856,15441.106,15441.002,15452.974,15559.946,15547.816,15477.859,15226.018,15216.393,15246.475
155,44.5,Kansas,2009,soybeans,3700000,2802.179,2737.407,2693.377,2658.533,2864.703,3182.737,3603.058,4524.563,5212.419,5229.082,5471.241,5428.792,5778.85,5784.633,5671.482,5612.449,0.0,0.001,0.002,0.004,0.002,0.004,0.002,0.003,0.002,14072.251,14035.749,14218.092,14238.002,14313.118,14278.839,14420.689,14592.636,14629.034,14969.08,14459.826,14544.646,14878.142,14974.703,15222.381,15138.625,15045.223,15234.323,15357.018,15251.341,15181.218,15448.062,15493.263,15355.385,15346.94,15371.006,15295.433,15394.874,15222.894,15219.878,15074.802
156,33.0,Kansas,2010,soybeans,4300000,1726.711,2704.187,2458.417,2533.948,2814.796,3132.762,3791.443,4946.711,5265.301,5464.649,5431.942,5343.741,5680.643,5595.583,5265.108,4886.425,0.001,0.001,0.002,0.002,0.004,0.002,0.003,0.002,0.002,13409.806,13870.471,14020.351,13950.803,13785.604,13964.167,13982.045,14299.577,14530.657,14558.525,14635.423,14947.365,14971.653,14818.036,14888.902,15057.96,14894.786,15090.342,15246.064,15343.03,15267.754,15368.038,15479.232,15284.327,15494.723,15386.333,15512.162,15504.002,15439.361,15377.401,15343.862
157,27.5,Kansas,2011,soybeans,4000000,2809.966,2303.739,2151.036,2728.076,2778.04,3253.433,3656.447,4109.106,4460.844,4840.78,4756.375,4583.044,4671.068,4828.904,5111.876,4583.699,0.001,0.001,0.001,0.002,0.003,0.002,0.001,0.002,0.001,13944.803,13709.235,13636.95,14167.591,13833.271,14144.263,14325.885,14352.849,14512.152,14726.49,14697.182,14946.878,15117.419,14901.067,14986.663,15256.635,15422.319,15232.792,15258.367,15511.152,15386.224,15418.579,15625.315,15641.024,15740.944,15752.275,15682.528,15467.092,15459.868,15629.485,15530.573
158,23.0,Kansas,2012,soybeans,4000000,2860.779,2854.263,2846.908,2861.591,3169.793,4439.17,5363.102,5339.729,4839.731,4335.637,4339.331,4203.341,4068.595,3891.501,3849.481,4114.97,0.0,0.002,0.002,0.003,0.001,0.001,0.001,0.002,0.002,14061.042,14123.389,13907.439,14307.587,14159.047,14033.535,14317.178,14480.958,14702.457,15058.721,14957.473,15153.401,14832.352,14915.549,15142.112,15289.386,15321.77,15403.601,15497.419,15488.361,15489.196,15560.597,15834.098,15776.054,15748.786,15871.643,15790.347,15659.575,15430.536,15566.868,15639.198
159,37.0,Kansas,2013,soybeans,3600000,2747.914,2848.701,2850.403,2657.522,2888.269,3397.279,3727.164,3992.846,4743.391,5103.922,4776.407,4632.597,4655.08,5910.16,6006.032,5251.148,0.001,0.002,0.001,0.003,0.003,0.002,0.004,0.003,0.002,13646.597,13814.872,14147.375,14253.491,14330.908,14274.523,14107.131,13853.315,14371.662,14605.547,14610.388,14931.441,14789.123,14797.092,15114.687,15001.279,15243.83,15265.289,15229.704,15232.128,15557.577,15467.587,15582.279,15659.956,15592.976,15485.56,15302.008,15225.374,15154.527,15447.367,15497.158
160,35.5,Kansas,2014,soybeans,4000000,2654.747,2728.882,2131.599,2661.673,2677.89,2930.257,3309.767,3976.649,4266.689,4609.978,5011.263,5671.134,5653.567,5552.279,5300.363,5267.844,0.0,0.001,0.001,0.002,0.002,0.006,0.002,0.002,0.002,13752.153,14053.407,14079.984,14235.377,13554.682,13949.228,14378.605,14181.598,14688.359,14779.421,14633.061,14836.285,15208.85,15059.291,14998.422,15408.09,15325.353,15377.868,15522.99,15243.396,15212.118,15389.822,15231.686,15402.082,15374.703,15496.162,15424.148,15322.028,15473.984,15466.996,15326.311
161,38.5,Kansas,2015,soybeans,3900000,2385.092,2713.773,2654.375,2690.283,2713.309,3184.355,3903.147,4452.707,5405.343,5373.038,5135.741,5233.85,5530.519,5920.267,5837.281,5306.399,0.001,0.001,0.001,0.002,0.007,0.003,0.003,0.002,0.001,13507.99,13971.24,14183.545,14461.263,14360.482,14362.496,14152.914,13987.431,14851.03,15036.625,14934.659,15116.433,15071.645,14908.301,15116.792,15207.16,14836.189,14915.149,14972.21,15327.094,15366.818,15457.387,15454.032,15397.994,15516.695,15409.693,15424.794,15337.06,15315.337,15236.259,15411.878
162,48.0,Kansas,2016,soybeans,4050000,3168.275,2928.392,2676.523,3040.438,3508.06,3599.92,3839.873,4659.435,5323.353,5242.697,4969.854,5578.441,5803.09,5897.202,5888.856,5824.437,0.0,0.001,0.001,0.005,0.004,0.002,0.004,0.004,0.003,13934.499,13985.824,13800.02,14222.24,13921.757,14333.545,13783.933580769231,14637.319,14889.159,14727.915,14654.928,15025.244,14971.238,14993.331,15034.872,15047.683,15078.778,15017.969,15117.028,15320.513,15486.575,15555.345,15410.962,15382.427,15343.745,15521.721,15381.804,15396.774,15381.158,15233.028,15099.164
163,37.5,Kansas,2017,soybeans,5150000,2967.389,2936.221,2808.557,3036.815,3140.545,3599.92,3969.086,4765.685,5278.277,5247.218,4993.181,5211.257,5413.836,5822.99,5911.483,5396.124,0.001,0.0,0.002,0.005,0.004,0.002,0.002,0.003,0.002,13729.876,14048.979,14118.278,14087.329,14111.376,14649.661,14753.603,14605.279,14767.468,15008.605,14967.45,14647.269,14881.377,15070.853,14871.52,15074.218,15165.806,14958.169,15260.806,15311.204,15493.463,15492.946,15352.402,15557.347,15523.622,15636.623,15308.511,15187.521,15302.194,15239.375,15301.355
164,43.0,Kansas,2018,soybeans,4750000,2592.986,2680.525,2577.954,2629.703,2741.631,2956.329,3167.241,3862.512,4912.869,5255.437,5240.393,5654.19,5744.489,5984.988,6159.24,6052.273,0.001,0.001,0.001,0.001,0.003,0.003,0.003,0.003,0.003,13873.663,13870.902,13965.673,14174.503,14068.774,14172.573,14135.504,14619.623,14608.617,14835.303,14901.617,14739.581,14714.281,14889.98,15116.9,15279.683,15420.832,15341.784,15451.335,15439.062,15564.271,15373.473,15450.251,15529.826,15481.309,15435.633,15304.721,15383.946,15208.213,15276.952,15232.97
165,41.5,Kansas,2019,soybeans,4550000,2761.558,2243.164,2583.689,1395.492,2749.605,3206.404,4089.03,4903.906,5479.462,5735.715,5803.236,5807.463,6004.926,5936.052,6173.509,6077.094,0.001,0.001,0.002,0.002,0.009,0.003,0.002,0.005,0.002,14029.711,13906.271,13666.559,13876.106,13981.904,13978.424,13721.874,13544.266,14186.98,14534.87,14741.36,14605.185,14983.98,15116.966,15058.527,15016.236,15173.329,14909.61,15105.475,15276.966,15191.974,15183.938,15490.836,15283.156,15510.415,15383.621,15454.501,15396.18,15299.21,15109.827,15283.806
166,41.0,Kansas,2020,soybeans,4800000,2730.683,2781.323,2682.733,2693.481,2916.17,3441.315,3796.146,4424.042,4940.199,5242.571,4999.529,5284.796,6091.577,6407.251,6215.156,5535.395,0.001,0.001,0.002,0.001,0.004,0.001,0.003,0.001,0.002,14049.006,13960.958,13846.306,14080.398,14177.337,14176.982,14137.545,14405.844,14642.563,14421.074,14772.109,14779.729,15178.124,15012.683,15155.521,15195.784,14925.424,15116.343,15246.818,15563.375,15485.76,15435.122,15498.346,15439.978,15439.735,15325.862,15159.412,15317.408,15324.345,15482.798,15361.679
167,40.0,Kansas,2021,soybeans,4850000,3060.347,2861.158,2755.463,2780.07,3009.389,3345.441,3878.351,4489.543,4960.695,5701.144,5174.481,5712.028,6029.553,5937.371,5715.018,5614.575,0.001,0.0,0.004,0.002,0.005,0.003,0.002,0.001,0.002,14045.47,14042.311,14139.77,13887.214,14195.441,13080.299,14225.55,14616.433,14751.754,14569.8,14767.056,15029.435,14949.58,14614.647,15173.481,15129.182,15003.377,15036.561,15094.947,15284.292,15575.022,15512.922,15318.98,15388.415,15347.719,15423.403,15476.768,15481.259,15310.452,15464.886,15287.183
168,133.0,Missouri,2001,corn,2700000,1879.052,3444.357,3219.53,3390.624,3507.004,3720.658,4865.264,5950.786,6857.218,7209.028,7155.8,7427.48,7654.982,7847.864,7581.046,7322.968,0.002,0.004,0.002,0.003,0.005,0.004,0.003,0.002,0.003,13633.7,13776.268,13888.972,13775.122,13977.342,13663.84,14085.141,14132.975,14321.16,14377.539,14377.508,14506.448,15013.232,14712.357,15023.154,14951.018,15061.494,14839.939,14883.134,14948.418,15189.39,14917.295696153846,15161.578977011493,15161.17,15081.18,15224.115,15156.65,15219.819,15086.294,15142.144,15129.225
169,105.0,Missouri,2002,corn,2800000,3723.623,3579.15,3487.457,3539.465,3585.172,4038.184,4491.422,6124.93,6856.166,7087.046,7214.528,7142.076,7377.318,7363.53,7456.58,7098.81,0.002,0.001,0.003,0.004,0.007,0.003,0.003,0.003,0.002,13704.461,14070.026,13913.236,14238.634,14023.306,14185.95,14330.179,13988.437,14306.062,14508.678,14603.989,14647.21,14890.834,14938.896,14779.932,14856.988,14735.122,14732.53,15069.209,15128.374,15003.896,15210.732,15211.295,15271.288,15122.973,15191.93,15242.666,15214.78,15045.466,15091.332,15170.566
170,108.0,Missouri,2003,corn,2900000,3799.192,3246.358,3364.549,3429.378,3595.366,4145.846,5204.104,6435.088,7022.422,7236.97,7186.408,7388.922,7453.83,7368.146,6726.138,6930.938,0.001,0.003,0.002,0.003,0.005,0.004,0.002,0.003,0.004,13903.086,13857.496,13766.681,13758.812,13734.755,13978.432,14066.281,14040.429,14308.798,14630.433,14833.996,14817.482,14949.604,14897.323,14862.438,14868.864,14843.106,14723.355,14937.5,14909.2,15033.121,15120.55,15085.432,15205.038,15176.603,15208.344,15147.554,15155.848,15330.361,15401.252,14990.982
171,162.0,Missouri,2004,corn,2950000,3864.79,3765.643,1903.042,3490.008,3807.356,4646.684,5221.488,6523.569,7215.644,7301.69,7490.26,7639.692,7874.57,8049.502,7830.744,7560.984,0.002,0.001,0.003,0.003,0.004,0.003,0.004,0.003,0.001,13816.016,13980.912,13760.418,13580.8,13532.2,13758.468,14164.821,14321.413,14373.8,14543.489,14393.048,14661.586,14674.357,14993.086,14795.824,14943.05,14986.47,14983.097,14987.402,15012.128,15004.821,15015.08,14896.382,14940.677,15127.374,15063.12,15055.69,14968.662,14961.938,15031.79,14968.324
172,111.0,Missouri,2005,corn,3100000,2560.856,3387.591,3519.705,3544.681,3605.144,4067.93,4998.042,6101.539,6683.88,6864.486,7314.66,7463.576,7283.722,7115.07,7394.264,7476.56,0.004,0.002,0.002,0.003,0.002,0.002,0.002,0.004,0.003,13367.092,13545.376,13868.458,14129.32,14225.714,14215.052,14247.658,14292.386,14398.238,14483.145,14659.058,14851.718,14809.574,14970.008,14551.986,14784.022,14931.648,15058.328,15060.334,15121.485,15052.982,15237.31,15244.548,15234.09,15209.893,15357.944,15289.416,15317.016,15121.058,15083.065,15109.598
173,138.0,Missouri,2006,corn,2700000,3778.44,3798.824,3709.214,3474.762,3796.516,4359.228,4991.296,6596.702,6983.122,6988.026,7193.058,7321.22,7637.488,7265.212,7144.688,7462.64,0.002,0.001,0.004,0.004,0.003,0.002,0.002,0.003,0.002,14185.566,14078.358,14139.285,14173.472,13976.308,14157.148,14236.297,14427.39,14564.877,14476.59,14445.492,14793.826,14974.928,15080.384,14846.928,14808.735,14708.366,14974.944,15232.313,15157.114,15187.892,15116.492,15218.304,15106.042,15263.852,15201.272,15331.992,15302.787,15230.22,15264.147,14929.129
174,140.0,Missouri,2007,corn,3450000,3931.577,2388.868,2622.792,3449.186,3782.82,5270.078,4788.496,5332.524,6781.636,7183.452,7414.86,7652.664,7658.77,7186.182,7155.284,7107.914,0.002,0.002,0.003,0.003,0.003,0.004,0.002,0.002,0.002,13974.684,13813.459,13668.928,13739.315,13717.387,13548.743,14194.26,14197.643,14485.696,14518.388,14862.179,14713.77,14411.606,14894.212,15075.004,14987.384,15062.96,14978.138,15013.827,15026.358,15.189,15106.267,15078.228,15131.572,15151.648,15112.092,15239.756,15334.228,15348.744,15218.152,15207.916
175,144.0,Missouri,2008,corn,2800000,3586.172,3252.77,3233.016,3320.729,3515.597,4081.648,4531.667,5517.642,6689.09,7198.076,7170.874,7298.78,7597.972,7870.742,7901.908,7757.476,0.002,0.003,0.006,0.005,0.005,0.005,0.004,0.002,0.006,13582.795,13836.022,13555.783,13921.612,14053.27,13748.602,13732.572,14238.106,14337.317,14489.217,14482.566,14510.764,14647.35,14726.714,14798.332,14825.782,14724.074,14949.576,14968.191,15114.687,15046.536,15063.762,15043.17,15071.034,15143.848,15200.714,15133.442,15141.098,15001.273,14991.685,15074.267
176,153.0,Missouri,2009,corn,3000000,3621.379,3281.036,3327.108,3342.004,3657.004,4242.372,4492.535,5646.5,6937.713,7159.012,7388.618,7357.92,7877.516,8081.236,8005.98,7855.66,0.001,0.002,0.003,0.005,0.005,0.004,0.003,0.003,0.003,13892.262,13953.618,13907.888,13831.039,13948.353,14138.672,13993.936,14087.406,14630.791,14753.786,14412.973,14541.448,14607.292,14819.126,14988.483,14891.51,14782.682,14956.626,15073.952,14942.341,15040.711,15219.506,15198.38,15049.966,14933.378,15045.946,15036.974,15107.026,15041.806,14910.1,14840.022
177,123.0,Missouri,2010,corn,3150000,1962.717,3042.174,2484.894,2580.421,3412.254,3879.436,5223.226,6803.932,7047.426,7114.42,7369.622,7230.59,7792.548,7850.27,7575.464,7361.166,0.002,0.002,0.003,0.004,0.005,0.003,0.005,0.001,0.004,13248.659,13471.114,14047.857,13693.8,13657.095,13723.841,13809.224,14081.072,14593.971,14520.621,14505.451,14792.008,14948.578,14908.413,14731.038,14894.358,14739.495,15024.371,15133.564,15019.705,15120.953,15203.162,15182.474,15098.341,15130.976,15117.382,15192.18,15224.444,15176.52,15152.614,14994.092
